Subject,Marks,Hours,Student_id,Year
Language,73.9,2.4,S14088,2
Science,62.5,1.0,S14088,2
Maths,63.9,2.9,S14088,2
Language,73.7,3.0,S14089,4
Science,66.3,2.1,S14089,4
Maths,61.0,3.3,S14089,4
Language,87.6,1.5,S14090,2
Science,78.0,3.2,S14090,2
Maths,54.6,1.6,S14090,2
Language,83.6,2.1,S14091,3
Science,92.7,4.2,S14091,3
Maths,74.4,7.5,S14091,3
Language,70.3,2.0,S14092,1
Science,90.2,4.7,S14092,1
Maths,64.5,4.7,S14092,1
Language,77.1,2.3,S14093,3
Science,91.5,6.5,S14093,3
Maths,90.4,7.9,S14093,3
Language,79.4,1.8,S14094,2
Science,68.4,2.3,S14094,2
Maths,54.2,1.1,S14094,2
Language,73.7,1.2,S14095,1
Science,77.8,2.4,S14095,1
Maths,71.1,6.7,S14095,1
Language,76.7,2.7,S14096,1
Science,95.9,4.7,S14096,1
Maths,65.9,4.3,S14096,1
Language,75.5,2.6,S14097,2
Science,85.2,4.0,S14097,2
Maths,49.3,6.8,S14097,2
Language,79.1,1.4,S14098,2
Science,91.3,7.3,S14098,2
Maths,84.5,4.9,S14098,2
Language,79.1,2.7,S14099,2
Science,99.3,6.9,S14099,2
Maths,78.0,7.5,S14099,2
Language,73.1,2.9,S14100,2
Science,93.0,5.0,S14100,2
Maths,81.5,3.0,S14100,2
Language,66.9,2.9,S14101,2
Science,65.8,1.4,S14101,2
Maths,46.3,6.6,S14101,2
Language,75.0,2.6,S14102,1
Science,76.7,2.5,S14102,1
Maths,77.4,1.8,S14102,1
Language,76.1,2.2,S14103,2
Science,89.8,7.7,S14103,2
Maths,74.4,1.4,S14103,2
Language,75.9,1.2,S14104,1
Science,65.0,1.2,S14104,1
Maths,56.6,7.4,S14104,1
Language,73.6,2.6,S14105,1
Science,67.2,1.3,S14105,1
Maths,38.2,6.3,S14105,1
Language,74.6,1.0,S14106,2
Science,81.7,8.0,S14106,2
Maths,67.7,5.7,S14106,2
Language,73.2,2.2,S14107,2
Science,94.6,5.5,S14107,2
Maths,73.0,7.9,S14107,2
Language,70.6,1.9,S14108,4
Science,89.4,4.6,S14108,4
Maths,67.8,7.6,S14108,4
Language,86.5,1.3,S14109,1
Science,78.8,2.0,S14109,1
Maths,60.3,6.3,S14109,1
Language,76.3,1.5,S14110,2
Science,83.9,7.4,S14110,2
Maths,63.4,4.8,S14110,2
Language,72.6,1.3,S14111,2
Science,86.6,4.3,S14111,2
Maths,75.1,5.8,S14111,2
Language,72.0,2.5,S14112,2
Science,100.0,4.9,S14112,2
Maths,71.3,6.0,S14112,2
Language,82.3,2.1,S14113,4
Science,99.1,6.4,S14113,4
Maths,67.2,4.1,S14113,4
Language,77.0,1.8,S14114,4
Science,92.6,6.4,S14114,4
Maths,74.4,1.1,S14114,4
Language,66.6,2.2,S14115,3
Science,71.8,2.9,S14115,3
Maths,55.9,1.4,S14115,3
Language,77.9,2.0,S14116,1
Science,76.7,7.6,S14116,1
Maths,87.5,2.0,S14116,1
Language,72.3,2.2,S14117,3
Science,88.2,4.5,S14117,3
Maths,64.5,3.6,S14117,3
Language,76.5,2.2,S14118,2
Science,97.0,5.0,S14118,2
Maths,68.3,2.9,S14118,2
Language,80.0,1.0,S14119,4
Science,84.3,2.4,S14119,4
Maths,48.4,2.5,S14119,4
Language,74.8,2.9,S14120,4
Science,84.6,3.3,S14120,4
Maths,39.2,6.8,S14120,4
Language,67.6,2.8,S14121,3
Science,65.7,1.6,S14121,3
Maths,70.2,7.9,S14121,3
Language,83.1,2.1,S14122,4
Science,92.4,6.5,S14122,4
Maths,34.3,2.1,S14122,4
Language,70.4,1.2,S14123,2
Science,88.0,4.1,S14123,2
Maths,84.3,4.0,S14123,2
Language,70.9,2.9,S14124,4
Science,91.9,6.2,S14124,4
Maths,74.9,6.3,S14124,4
Language,84.2,1.1,S14125,3
Science,96.2,4.7,S14125,3
Maths,61.7,1.1,S14125,3
Language,68.6,2.6,S14126,2
Science,95.1,7.6,S14126,2
Maths,84.5,6.4,S14126,2
Language,72.9,2.3,S14127,3
Science,89.0,6.7,S14127,3
Maths,66.2,2.6,S14127,3
Language,79.9,1.5,S14128,4
Science,97.4,4.5,S14128,4
Maths,69.7,5.1,S14128,4
Language,84.1,1.1,S14129,3
Science,91.1,4.4,S14129,3
Maths,73.2,5.5,S14129,3
Language,67.3,2.7,S14130,3
Science,78.2,1.9,S14130,3
Maths,46.4,7.4,S14130,3
Language,68.3,2.6,S14131,1
Science,91.3,7.9,S14131,1
Maths,90.0,3.2,S14131,1
Language,81.8,1.0,S14132,4
Science,64.5,2.1,S14132,4
Maths,61.5,7.2,S14132,4
Language,68.2,2.0,S14133,4
Science,100.0,5.2,S14133,4
Maths,71.3,4.1,S14133,4
Language,68.7,2.4,S14134,3
Science,99.5,5.4,S14134,3
Maths,91.1,4.9,S14134,3
Language,84.0,1.4,S14135,1
Science,71.6,2.6,S14135,1
Maths,57.7,1.5,S14135,1
Language,69.4,1.2,S14136,4
Science,87.8,3.1,S14136,4
Maths,70.9,3.2,S14136,4
Language,71.3,1.4,S14137,2
Science,98.0,5.9,S14137,2
Maths,73.9,7.4,S14137,2
Language,75.8,1.3,S14138,3
Science,73.4,2.7,S14138,3
Maths,70.8,3.2,S14138,3
Language,76.3,1.8,S14139,4
Science,77.8,2.7,S14139,4
Maths,75.3,4.6,S14139,4
Language,81.7,1.9,S14140,2
Science,62.1,1.5,S14140,2
Maths,34.0,7.7,S14140,2
Language,66.7,2.9,S14141,4
Science,83.0,7.6,S14141,4
Maths,87.0,3.7,S14141,4
Language,86.9,1.3,S14142,2
Science,79.8,2.9,S14142,2
Maths,74.7,7.6,S14142,2
Language,72.5,2.9,S14143,3
Science,100.0,6.4,S14143,3
Maths,94.6,4.1,S14143,3
Language,70.8,3.0,S14144,4
Science,71.2,2.4,S14144,4
Maths,67.9,4.7,S14144,4
Language,79.9,1.8,S14145,4
Science,88.6,7.7,S14145,4
Maths,82.6,2.6,S14145,4
Language,78.6,1.9,S14146,1
Science,79.7,2.7,S14146,1
Maths,60.0,5.6,S14146,1
Language,80.3,1.2,S14147,3
Science,100.0,6.1,S14147,3
Maths,74.9,5.6,S14147,3
Language,67.1,2.5,S14148,2
Science,94.6,5.2,S14148,2
Maths,61.5,2.4,S14148,2
Language,84.3,1.5,S14149,4
Science,95.7,5.4,S14149,4
Maths,53.9,5.0,S14149,4
Language,75.7,2.0,S14150,4
Science,86.5,7.9,S14150,4
Maths,73.4,4.3,S14150,4
Language,80.6,1.5,S14151,2
Science,69.5,2.6,S14151,2
Maths,74.7,5.7,S14151,2
Language,74.3,1.7,S14152,3
Science,88.2,4.8,S14152,3
Maths,69.8,2.0,S14152,3
Language,78.8,1.6,S14153,1
Science,69.6,2.3,S14153,1
Maths,68.5,1.3,S14153,1
Language,70.7,2.2,S14154,1
Science,82.9,7.9,S14154,1
Maths,75.1,3.0,S14154,1
Language,85.7,1.2,S14155,4
Science,92.4,6.1,S14155,4
Maths,85.5,6.3,S14155,4
Language,76.7,2.4,S14156,2
Science,83.8,3.4,S14156,2
Maths,90.5,5.4,S14156,2
Language,74.7,2.8,S14157,4
Science,72.4,2.0,S14157,4
Maths,48.6,6.1,S14157,4
Language,69.5,2.4,S14158,2
Science,93.1,5.7,S14158,2
Maths,58.5,2.3,S14158,2
Language,86.6,1.8,S14159,1
Science,81.1,3.1,S14159,1
Maths,81.7,4.9,S14159,1
Language,72.3,2.9,S14160,3
Science,67.6,1.7,S14160,3
Maths,75.7,6.9,S14160,3
Language,68.7,2.7,S14161,2
Science,86.9,2.9,S14161,2
Maths,50.5,1.7,S14161,2
Language,75.3,2.5,S14162,1
Science,59.8,1.8,S14162,1
Maths,54.9,2.9,S14162,1
Language,67.3,1.0,S14163,4
Science,99.1,7.2,S14163,4
Maths,30.0,2.5,S14163,4
Language,67.8,2.2,S14164,2
Science,77.7,2.7,S14164,2
Maths,70.4,1.5,S14164,2
Language,71.6,1.6,S14165,3
Science,85.1,3.4,S14165,3
Maths,64.5,3.4,S14165,3
Language,75.7,2.4,S14166,4
Science,86.7,2.9,S14166,4
Maths,79.0,4.6,S14166,4
Language,71.3,2.5,S14167,4
Science,95.3,4.5,S14167,4
Maths,80.1,3.3,S14167,4
Language,84.6,1.2,S14168,1
Science,90.2,7.1,S14168,1
Maths,91.3,5.2,S14168,1
Language,66.7,2.5,S14169,2
Science,99.0,3.9,S14169,2
Maths,56.1,7.1,S14169,2
Language,73.2,2.6,S14170,4
Science,88.2,3.7,S14170,4
Maths,68.4,5.1,S14170,4
Language,75.7,2.5,S14171,3
Science,72.4,1.7,S14171,3
Maths,84.0,6.4,S14171,3
Language,75.2,2.1,S14172,2
Science,85.5,3.7,S14172,2
Maths,75.0,3.2,S14172,2
Language,73.1,2.4,S14173,3
Science,100.0,4.7,S14173,3
Maths,83.0,5.6,S14173,3
Language,79.1,3.0,S14174,4
Science,90.2,6.6,S14174,4
Maths,79.9,3.6,S14174,4
Language,79.3,1.1,S14175,3
Science,82.5,3.3,S14175,3
Maths,60.0,7.3,S14175,3
Language,80.7,1.6,S14176,1
Science,76.2,2.9,S14176,1
Maths,80.0,5.6,S14176,1
Language,74.8,2.6,S14177,3
Science,64.8,1.6,S14177,3
Maths,52.4,1.3,S14177,3
Language,80.7,2.0,S14178,2
Science,70.5,3.1,S14178,2
Maths,64.4,4.4,S14178,2
Language,70.6,2.3,S14179,3
Science,96.9,5.7,S14179,3
Maths,75.6,5.9,S14179,3
Language,70.1,2.4,S14180,3
Science,88.4,3.5,S14180,3
Maths,68.9,2.0,S14180,3
Language,74.2,1.5,S14181,1
Science,93.3,4.1,S14181,1
Maths,46.8,6.1,S14181,1
Language,73.1,1.7,S14182,3
Science,99.8,5.8,S14182,3
Maths,56.3,6.1,S14182,3
Language,76.9,1.2,S14183,3
Science,67.4,2.2,S14183,3
Maths,33.6,7.3,S14183,3
Language,81.9,1.4,S14184,4
Science,94.4,4.1,S14184,4
Maths,73.2,4.6,S14184,4
Language,82.6,1.1,S14185,4
Science,99.9,6.3,S14185,4
Maths,64.5,1.5,S14185,4
Language,75.9,2.2,S14186,2
Science,66.8,1.8,S14186,2
Maths,49.1,6.9,S14186,2
Language,67.7,2.3,S14187,4
Science,62.1,1.9,S14187,4
Maths,55.6,7.0,S14187,4
Language,86.0,1.1,S14188,4
Science,80.8,7.4,S14188,4
Maths,66.7,7.1,S14188,4
Language,73.7,2.8,S14189,4
Science,81.1,3.2,S14189,4
Maths,83.0,5.4,S14189,4
Language,83.2,1.8,S14190,4
Science,73.9,3.5,S14190,4
Maths,81.5,6.5,S14190,4
Language,82.5,1.5,S14191,1
Science,80.6,7.8,S14191,1
Maths,68.6,6.3,S14191,1
Language,78.7,1.3,S14192,4
Science,95.4,4.9,S14192,4
Maths,67.0,2.3,S14192,4
Language,76.2,1.6,S14193,1
Science,65.5,2.1,S14193,1
Maths,82.4,4.9,S14193,1
Language,75.6,1.8,S14194,1
Science,100.0,5.1,S14194,1
Maths,54.1,7.6,S14194,1
Language,79.5,2.2,S14195,4
Science,80.4,3.6,S14195,4
Maths,71.7,5.0,S14195,4
Language,75.4,2.1,S14196,3
Science,79.2,7.8,S14196,3
Maths,83.5,6.0,S14196,3
Language,73.8,2.2,S14197,1
Science,62.5,1.9,S14197,1
Maths,62.9,6.4,S14197,1
Language,65.9,2.9,S14198,3
Science,80.2,4.0,S14198,3
Maths,80.0,3.0,S14198,3
Language,85.8,1.1,S14199,3
Science,97.6,6.9,S14199,3
Maths,37.3,1.5,S14199,3
Language,76.0,1.7,S14200,4
Science,95.6,7.3,S14200,4
Maths,97.1,5.0,S14200,4
Language,63.7,2.7,S14201,2
Science,77.3,2.6,S14201,2
Maths,75.7,6.1,S14201,2
Language,75.2,1.2,S14202,4
Science,97.3,6.6,S14202,4
Maths,89.1,4.6,S14202,4
Language,67.6,2.2,S14203,2
Science,95.2,5.8,S14203,2
Maths,72.6,7.7,S14203,2
Language,75.5,1.4,S14204,2
Science,95.3,7.3,S14204,2
Maths,68.7,4.8,S14204,2
Language,74.9,2.3,S14205,4
Science,91.8,7.2,S14205,4
Maths,48.6,1.2,S14205,4
Language,72.0,2.9,S14206,4
Science,58.2,1.2,S14206,4
Maths,73.0,4.4,S14206,4
Language,71.2,1.0,S14207,2
Science,64.1,1.4,S14207,2
Maths,73.9,4.9,S14207,2
Language,81.6,1.5,S14208,4
Science,80.6,2.9,S14208,4
Maths,56.8,6.8,S14208,4
Language,76.4,1.8,S14209,2
Science,91.4,4.6,S14209,2
Maths,75.0,7.9,S14209,2
Language,69.1,2.4,S14210,3
Science,71.8,2.3,S14210,3
Maths,90.8,4.4,S14210,3
Language,72.3,2.5,S14211,4
Science,72.5,2.4,S14211,4
Maths,75.6,3.8,S14211,4
Language,78.2,2.5,S14212,3
Science,84.3,7.8,S14212,3
Maths,71.6,5.3,S14212,3
Language,74.9,1.0,S14213,1
Science,100.0,5.2,S14213,1
Maths,76.8,6.5,S14213,1
Language,69.7,2.6,S14214,3
Science,92.9,7.1,S14214,3
Maths,76.0,5.6,S14214,3
Language,74.5,2.7,S14215,3
Science,71.7,2.8,S14215,3
Maths,71.7,4.6,S14215,3
Language,78.3,2.0,S14216,2
Science,62.6,1.8,S14216,2
Maths,39.5,1.4,S14216,2
Language,68.3,1.6,S14217,3
Science,73.1,2.8,S14217,3
Maths,70.3,3.8,S14217,3
Language,74.6,2.8,S14218,4
Science,64.7,2.0,S14218,4
Maths,79.4,3.5,S14218,4
Language,74.6,1.9,S14219,2
Science,90.8,5.8,S14219,2
Maths,64.5,7.6,S14219,2
Language,76.2,1.7,S14220,1
Science,82.3,3.3,S14220,1
Maths,37.1,1.6,S14220,1
Language,79.5,2.3,S14221,4
Science,66.3,1.0,S14221,4
Maths,74.1,2.2,S14221,4
Language,76.7,1.2,S14222,1
Science,68.9,2.2,S14222,1
Maths,86.4,5.7,S14222,1
Language,67.6,1.1,S14223,3
Science,87.7,7.0,S14223,3
Maths,44.0,1.5,S14223,3
Language,84.7,1.3,S14224,4
Science,100.0,5.7,S14224,4
Maths,75.1,4.9,S14224,4
Language,78.7,1.9,S14225,4
Science,77.6,2.7,S14225,4
Maths,65.8,3.2,S14225,4
Language,77.5,2.0,S14226,1
Science,82.8,8.0,S14226,1
Maths,67.1,3.3,S14226,1
Language,77.7,2.2,S14227,4
Science,91.4,5.9,S14227,4
Maths,70.0,6.9,S14227,4
Language,77.1,1.8,S14228,4
Science,82.6,7.0,S14228,4
Maths,56.4,7.8,S14228,4
Language,72.4,1.7,S14229,4
Science,69.4,1.8,S14229,4
Maths,73.6,6.6,S14229,4
Language,68.0,1.7,S14230,3
Science,86.8,4.1,S14230,3
Maths,87.5,5.3,S14230,3
Language,70.9,2.8,S14231,1
Science,97.0,4.3,S14231,1
Maths,80.0,6.2,S14231,1
Language,77.7,1.2,S14232,4
Science,65.4,2.1,S14232,4
Maths,31.9,7.0,S14232,4
Language,85.0,1.1,S14233,2
Science,100.0,5.1,S14233,2
Maths,52.1,6.6,S14233,2
Language,76.5,2.1,S14234,2
Science,79.6,3.2,S14234,2
Maths,72.2,2.6,S14234,2
Language,76.7,1.6,S14235,2
Science,83.8,7.3,S14235,2
Maths,81.0,3.2,S14235,2
Language,72.4,1.3,S14236,2
Science,89.3,6.2,S14236,2
Maths,85.9,5.9,S14236,2
Language,76.5,2.8,S14237,3
Science,86.3,3.1,S14237,3
Maths,46.9,2.6,S14237,3
Language,61.6,2.8,S14238,4
Science,94.6,6.4,S14238,4
Maths,67.4,3.2,S14238,4
Language,79.1,1.5,S14239,1
Science,94.4,4.6,S14239,1
Maths,65.4,1.7,S14239,1
Language,84.6,1.1,S14240,4
Science,63.1,1.3,S14240,4
Maths,73.6,2.5,S14240,4
Language,74.7,2.6,S14241,3
Science,91.1,6.5,S14241,3
Maths,45.2,7.9,S14241,3
Language,77.8,3.0,S14242,2
Science,90.3,7.7,S14242,2
Maths,79.0,4.1,S14242,2
Language,66.2,2.9,S14243,3
Science,93.8,5.9,S14243,3
Maths,79.9,1.7,S14243,3
Language,78.5,1.3,S14244,4
Science,62.9,1.1,S14244,4
Maths,78.9,7.7,S14244,4
Language,74.5,2.1,S14245,1
Science,64.2,1.7,S14245,1
Maths,61.1,3.6,S14245,1
Language,56.1,2.8,S14246,3
Science,92.8,6.7,S14246,3
Maths,64.0,1.3,S14246,3
Language,80.8,2.8,S14247,1
Science,98.2,4.5,S14247,1
Maths,69.1,3.1,S14247,1
Language,67.1,2.9,S14248,3
Science,92.4,4.5,S14248,3
Maths,59.9,1.4,S14248,3
Language,75.3,1.4,S14249,1
Science,60.0,1.1,S14249,1
Maths,56.2,3.8,S14249,1
Language,86.9,1.3,S14250,1
Science,99.7,5.7,S14250,1
Maths,75.0,3.8,S14250,1
Language,65.3,2.8,S14251,2
Science,87.3,4.3,S14251,2
Maths,44.5,7.3,S14251,2
Language,87.0,1.4,S14252,1
Science,89.5,3.8,S14252,1
Maths,64.3,1.3,S14252,1
Language,74.0,2.0,S14253,2
Science,94.8,6.7,S14253,2
Maths,61.2,7.4,S14253,2
Language,79.6,2.0,S14254,4
Science,88.3,5.7,S14254,4
Maths,70.5,4.5,S14254,4
Language,78.8,1.7,S14255,4
Science,94.1,5.8,S14255,4
Maths,36.4,7.7,S14255,4
Language,76.7,2.3,S14256,2
Science,77.9,2.0,S14256,2
Maths,66.2,4.6,S14256,2
Language,70.2,2.2,S14257,2
Science,95.6,4.6,S14257,2
Maths,80.6,2.0,S14257,2
Language,71.4,1.9,S14258,3
Science,82.9,7.7,S14258,3
Maths,68.4,3.5,S14258,3
Language,80.0,1.8,S14259,3
Science,94.6,7.0,S14259,3
Maths,55.6,4.7,S14259,3
Language,73.9,1.8,S14260,3
Science,72.0,1.1,S14260,3
Maths,58.6,6.7,S14260,3
Language,69.0,2.2,S14261,4
Science,100.0,5.9,S14261,4
Maths,51.2,1.9,S14261,4
Language,64.8,2.3,S14262,3
Science,74.7,2.1,S14262,3
Maths,61.1,3.4,S14262,3
Language,71.4,2.9,S14263,1
Science,88.8,7.3,S14263,1
Maths,52.7,6.5,S14263,1
Language,65.1,1.5,S14264,1
Science,77.2,2.4,S14264,1
Maths,55.7,5.3,S14264,1
Language,73.9,2.8,S14265,3
Science,83.6,7.1,S14265,3
Maths,90.7,4.7,S14265,3
Language,73.0,2.3,S14266,1
Science,90.9,4.2,S14266,1
Maths,53.1,2.9,S14266,1
Language,70.3,2.3,S14267,4
Science,90.4,7.7,S14267,4
Maths,70.6,4.5,S14267,4
Language,73.5,2.9,S14268,1
Science,91.6,4.2,S14268,1
Maths,81.3,4.7,S14268,1
Language,78.3,2.2,S14269,4
Science,89.1,3.9,S14269,4
Maths,58.1,7.1,S14269,4
Language,74.2,2.3,S14270,2
Science,94.0,6.3,S14270,2
Maths,78.4,6.0,S14270,2
Language,65.3,2.4,S14271,2
Science,79.6,3.1,S14271,2
Maths,51.0,6.4,S14271,2
Language,69.9,2.8,S14272,2
Science,89.7,3.6,S14272,2
Maths,90.0,3.8,S14272,2
Language,70.9,1.7,S14273,2
Science,53.6,1.1,S14273,2
Maths,55.1,1.2,S14273,2
Language,74.4,1.9,S14274,1
Science,71.9,2.9,S14274,1
Maths,75.2,5.2,S14274,1
Language,74.7,2.3,S14275,3
Science,82.6,7.4,S14275,3
Maths,70.9,3.0,S14275,3
Language,78.2,1.8,S14276,1
Science,70.2,2.4,S14276,1
Maths,43.0,7.3,S14276,1
Language,65.0,2.8,S14277,4
Science,59.3,1.1,S14277,4
Maths,61.9,5.9,S14277,4
Language,77.4,2.3,S14278,1
Science,69.7,1.8,S14278,1
Maths,83.3,4.7,S14278,1
Language,82.4,1.9,S14279,1
Science,57.0,1.1,S14279,1
Maths,71.7,4.0,S14279,1
Language,80.2,1.4,S14280,4
Science,88.6,3.7,S14280,4
Maths,75.5,4.6,S14280,4
Language,73.1,3.0,S14281,2
Science,70.0,2.0,S14281,2
Maths,77.0,1.2,S14281,2
Language,70.0,2.9,S14282,2
Science,88.5,7.7,S14282,2
Maths,45.0,2.0,S14282,2
Language,80.4,1.5,S14283,2
Science,85.4,6.5,S14283,2
Maths,70.5,5.8,S14283,2
Language,75.6,1.4,S14284,3
Science,91.6,3.8,S14284,3
Maths,67.4,3.1,S14284,3
Language,76.4,2.0,S14285,4
Science,81.2,3.3,S14285,4
Maths,65.4,1.6,S14285,4
Language,78.3,1.4,S14286,4
Science,80.7,7.9,S14286,4
Maths,30.0,1.2,S14286,4
Language,72.6,1.7,S14287,1
Science,79.3,3.3,S14287,1
Maths,83.2,3.7,S14287,1
Language,73.1,1.8,S14288,3
Science,66.6,1.8,S14288,3
Maths,72.6,3.1,S14288,3
Language,73.6,2.5,S14289,2
Science,79.1,3.0,S14289,2
Maths,74.7,2.2,S14289,2
Language,71.3,3.0,S14290,3
Science,93.7,5.0,S14290,3
Maths,65.9,3.6,S14290,3
Language,72.0,2.5,S14291,4
Science,86.6,3.7,S14291,4
Maths,39.3,7.5,S14291,4
Language,77.2,1.3,S14292,4
Science,75.6,2.0,S14292,4
Maths,46.9,6.9,S14292,4
Language,64.2,2.6,S14293,1
Science,64.7,1.1,S14293,1
Maths,65.2,3.8,S14293,1
Language,77.6,1.7,S14294,1
Science,72.9,2.1,S14294,1
Maths,83.5,5.3,S14294,1
Language,81.9,1.3,S14295,4
Science,94.7,5.4,S14295,4
Maths,64.2,2.3,S14295,4
Language,82.1,2.3,S14296,2
Science,79.2,3.0,S14296,2
Maths,76.8,5.6,S14296,2
Language,64.0,2.9,S14297,2
Science,100.0,5.4,S14297,2
Maths,67.3,4.7,S14297,2
Language,74.9,1.6,S14298,3
Science,87.9,7.0,S14298,3
Maths,45.7,7.1,S14298,3
Language,70.6,2.8,S14299,4
Science,83.8,4.4,S14299,4
Maths,61.5,3.6,S14299,4
Language,70.7,2.1,S14300,4
Science,100.0,7.3,S14300,4
Maths,57.9,3.2,S14300,4
Language,75.9,2.5,S14301,2
Science,69.6,1.7,S14301,2
Maths,51.8,2.3,S14301,2
Language,73.6,2.3,S14302,2
Science,75.5,2.3,S14302,2
Maths,70.1,3.2,S14302,2
Language,78.3,2.4,S14303,4
Science,100.0,6.4,S14303,4
Maths,75.1,3.2,S14303,4
Language,70.4,2.0,S14304,1
Science,81.6,2.9,S14304,1
Maths,74.1,5.6,S14304,1
Language,82.8,2.6,S14305,4
Science,95.7,4.4,S14305,4
Maths,80.6,3.2,S14305,4
Language,79.6,1.8,S14306,4
Science,74.5,2.3,S14306,4
Maths,71.4,4.6,S14306,4
Language,69.9,2.4,S14307,2
Science,68.5,1.5,S14307,2
Maths,64.3,7.8,S14307,2
Language,79.0,1.4,S14308,2
Science,66.6,1.6,S14308,2
Maths,75.5,3.9,S14308,2
Language,82.7,1.2,S14309,1
Science,85.0,4.1,S14309,1
Maths,65.5,4.8,S14309,1
Language,70.6,2.0,S14310,1
Science,91.8,6.6,S14310,1
Maths,79.3,4.4,S14310,1
Language,79.1,1.6,S14311,3
Science,60.9,1.0,S14311,3
Maths,64.1,1.8,S14311,3
Language,68.4,2.4,S14312,4
Science,86.3,7.8,S14312,4
Maths,51.9,7.3,S14312,4
Language,77.9,1.6,S14313,2
Science,79.6,3.6,S14313,2
Maths,74.3,5.0,S14313,2
Language,85.3,1.9,S14314,1
Science,74.4,2.0,S14314,1
Maths,64.4,2.6,S14314,1
Language,81.0,1.4,S14315,3
Science,99.1,5.0,S14315,3
Maths,68.0,2.3,S14315,3
Language,58.7,2.9,S14316,3
Science,73.5,2.9,S14316,3
Maths,55.3,7.2,S14316,3
Language,85.0,1.1,S14317,2
Science,89.5,4.1,S14317,2
Maths,72.2,3.8,S14317,2
Language,73.3,1.2,S14318,2
Science,94.3,5.8,S14318,2
Maths,82.7,1.6,S14318,2
Language,71.8,2.9,S14319,3
Science,91.2,5.9,S14319,3
Maths,82.0,4.1,S14319,3
Language,71.8,3.0,S14320,1
Science,91.6,7.0,S14320,1
Maths,67.4,5.3,S14320,1
Language,76.6,3.0,S14321,3
Science,72.0,3.0,S14321,3
Maths,69.9,1.8,S14321,3
Language,79.6,2.1,S14322,4
Science,89.9,4.9,S14322,4
Maths,73.4,4.8,S14322,4
Language,66.9,2.6,S14323,4
Science,80.4,3.2,S14323,4
Maths,30.0,7.0,S14323,4
Language,76.1,2.3,S14324,2
Science,96.4,4.3,S14324,2
Maths,85.8,6.3,S14324,2
Language,70.2,2.8,S14325,1
Science,94.6,7.2,S14325,1
Maths,57.9,1.7,S14325,1
Language,89.2,1.2,S14326,1
Science,74.2,2.1,S14326,1
Maths,77.1,4.3,S14326,1
Language,67.4,2.7,S14327,4
Science,99.2,6.2,S14327,4
Maths,80.4,5.7,S14327,4
Language,70.4,3.0,S14328,3
Science,92.6,3.6,S14328,3
Maths,92.6,5.8,S14328,3
Language,82.6,1.7,S14329,2
Science,96.0,4.0,S14329,2
Maths,63.1,6.3,S14329,2
Language,84.9,1.2,S14330,3
Science,85.3,5.9,S14330,3
Maths,82.4,7.7,S14330,3
Language,81.1,1.6,S14331,3
Science,93.3,7.0,S14331,3
Maths,52.7,7.7,S14331,3
Language,76.4,1.8,S14332,3
Science,90.6,3.9,S14332,3
Maths,44.4,6.6,S14332,3
Language,69.0,2.3,S14333,1
Science,90.3,3.7,S14333,1
Maths,85.7,3.9,S14333,1
Language,79.1,2.8,S14334,4
Science,84.5,7.4,S14334,4
Maths,90.2,6.9,S14334,4
Language,76.6,1.8,S14335,1
Science,95.3,5.5,S14335,1
Maths,36.0,2.5,S14335,1
Language,84.7,1.1,S14336,4
Science,63.3,1.2,S14336,4
Maths,90.2,2.4,S14336,4
Language,76.1,1.3,S14337,2
Science,70.7,1.4,S14337,2
Maths,61.2,1.2,S14337,2
Language,72.3,1.7,S14338,2
Science,78.9,2.7,S14338,2
Maths,49.9,4.7,S14338,2
Language,69.4,2.8,S14339,3
Science,70.8,1.5,S14339,3
Maths,63.3,7.9,S14339,3
Language,66.5,2.4,S14340,4
Science,76.1,3.5,S14340,4
Maths,82.6,5.2,S14340,4
Language,78.8,1.8,S14341,4
Science,99.7,6.0,S14341,4
Maths,89.0,4.7,S14341,4
Language,77.8,1.4,S14342,4
Science,65.7,2.1,S14342,4
Maths,78.8,5.0,S14342,4
Language,90.4,1.1,S14343,3
Science,63.0,1.4,S14343,3
Maths,74.1,5.4,S14343,3
Language,70.4,2.3,S14344,3
Science,97.4,4.4,S14344,3
Maths,85.7,4.2,S14344,3
Language,76.4,1.2,S14345,2
Science,83.6,3.9,S14345,2
Maths,30.0,7.0,S14345,2
Language,79.2,1.4,S14346,1
Science,67.8,2.2,S14346,1
Maths,38.6,1.5,S14346,1
Language,74.6,1.7,S14347,4
Science,78.6,2.8,S14347,4
Maths,46.9,1.2,S14347,4
Language,76.9,2.9,S14348,4
Science,86.3,6.7,S14348,4
Maths,81.9,3.0,S14348,4
Language,80.1,1.5,S14349,1
Science,82.3,7.9,S14349,1
Maths,80.8,5.9,S14349,1
Language,71.3,2.7,S14350,4
Science,88.9,7.8,S14350,4
Maths,75.7,3.9,S14350,4
Language,65.9,2.3,S14351,3
Science,82.3,4.2,S14351,3
Maths,90.5,4.7,S14351,3
Language,62.1,2.9,S14352,3
Science,93.5,6.3,S14352,3
Maths,68.3,3.4,S14352,3
Language,77.6,1.2,S14353,4
Science,100.0,5.6,S14353,4
Maths,72.0,4.6,S14353,4
Language,81.0,1.6,S14354,3
Science,99.2,6.6,S14354,3
Maths,79.9,5.5,S14354,3
Language,71.2,1.8,S14355,3
Science,90.9,4.2,S14355,3
Maths,81.5,5.3,S14355,3
Language,76.0,1.7,S14356,4
Science,94.5,5.2,S14356,4
